495461,12435.00
497890,1426.00
498908,1.00
499924,1443.00
500941,1.00
501957,1444.00
502975,1427.00
503991,1.00
505007,1454.00
506023,1.00
507039,1442.00
508055,1.00
509072,1434.00
510088,1.00
511104,1443.00
512120,1.00
513136,1442.00
514153,1.00
515169,1438.00
516186,1435.00
517202,1.00
518220,1439.00
519236,1.00
520253,1388.00
521270,1.00
522287,1478.00
523304,1.00
524321,1423.00
525338,1.00
526355,1438.00
527372,1.00
528389,1433.00
529406,1.00
530423,1435.00
531440,1443.00
533724,1448.00
534741,1.00
535759,1432.00
536776,1.00
537793,1446.00
538809,1.00
539827,1448.00
540845,1435.00
541862,1.00
542878,1468.00
543895,1.00
544910,1446.00
545927,1.00
546942,1437.00
547959,1.00
548976,1430.00
549993,1.00
551011,1429.00
552027,1.00
553044,1427.00
554061,1.00
555078,1413.00
556095,1406.00
557112,1.00
558127,1363.00
559144,1.00
560160,1449.00
561177,1.00
562195,1395.00
563212,1.00
564227,1418.00
565244,1.00
566262,1412.00
567279,1.00
568296,1418.00
570278,1424.00
571296,1.00
572311,1418.00
573328,1.00
574346,1428.00
575363,1431.00
576380,1.00
577398,1422.00
578414,1.00
579432,1409.00
580449,1.00
581464,1428.00
582481,1.00
583496,1418.00
584513,1.00
585531,1417.00
586548,1.00
587565,1416.00
588582,1.00
589597,1417.00
590614,1.00
591632,1424.00
592649,1413.00
593666,1.00
594681,1422.00
595699,1.00
596716,1378.00
597733,1.00
598751,1455.00
599768,1.00
600783,1403.00
601800,1.00
602818,1418.00
603835,1.00
604850,1418.00
606831,1415.00
607849,1.00
608864,1424.00
609881,1.00
610899,1418.00
611918,1417.00
612935,1.00
613950,1417.00
614968,1.00
615983,1423.00
617000,1.00
618018,1419.00
619035,1.00
620050,1435.00
621067,1.00
622085,1419.00
623102,1.00
624119,1413.00
625135,1.00
626153,1418.00
627170,1.00
628187,1399.00
629206,1.00
630222,1406.00
631238,1389.00
632255,1.00
633273,1383.00
634289,1.00
635307,1347.00
636324,1.00
637339,1425.00
638356,1.00
639374,1380.00
640392,1.00
641407,1390.00
643390,1396.00
644407,1.00
645425,1386.00
646442,1.00
647457,1399.00
648474,1.00
649491,1407.00
650508,1.00
651525,1395.00
652542,1.00
653559,1400.00
654576,1.00
655593,1404.00
656610,1.00
657628,1390.00
658645,1407.00
659662,1.00
660679,1401.00
661697,1.00
662712,1398.00
663729,1.00
664746,1407.00
665764,1.00
666781,1425.00
667798,1.00
668815,1434.00
669832,1.00
670847,1426.00
671864,1.00
672882,1436.00
673898,1.00
674915,1391.00
675931,1473.00
676948,1.00
677966,1432.00
679949,1430.00
680967,1.00
681982,1439.00
682998,1.00
684014,1428.00
685031,1.00
686049,1441.00
687065,1.00
688083,1436.00
689099,1.00
690116,1441.00
691134,1435.00
692151,1.00
693166,1443.00
694183,1.00
695201,1431.00
696218,1.00
697235,1463.00
698251,1.00
699269,1441.00
700286,1.00
701301,1436.00
702318,1.00
703336,1426.00
704353,1433.00
705370,1.00
706386,1423.00
707403,1.00
708419,1409.00
709436,1.00
710452,1414.00
711469,1.00
712485,1367.00
713501,1.00
714518,1438.00
716500,1406.00
717517,1.00
718534,1400.00
719551,1.00
720567,1405.00
721584,1.00
722600,1410.00
723617,1.00
724634,1414.00
725651,1421.00
726669,1.00
727685,1413.00
728702,1.00
729719,1415.00
730736,1.00
731752,1429.00
732769,1.00
733785,1404.00
734802,1.00
735818,1437.00
736835,1.00
737851,1417.00
738868,1.00
739884,1417.00
740903,1.00
741919,1420.00
742937,1412.00
743953,1.00
744970,1416.00
745987,1.00
747003,1404.00
748020,1.00
749036,1411.00
750053,1.00
751069,1366.00
753051,1448.00
754068,1.00
755085,1384.00
756102,1.00
757118,1403.00
758135,1.00
759151,1408.00
760168,1.00
761184,1404.00
762201,1.00
763218,1410.00
764235,1410.00
765251,1.00
766268,1403.00
767284,1.00
768301,1410.00
769319,1.00
770335,1414.00
771352,1.00
772368,1402.00
773385,1.00
774401,1435.00
775418,1.00
776434,1411.00
777450,1.00
778467,1398.00
779483,1.00
780500,1403.00
781516,1.00
782533,1394.00
783549,1.00
784565,1391.00
785583,1378.00
786601,1.00
787617,1379.00
789506,1.00
790525,1337.00
791542,1409.00
792559,1.00
793576,1370.00
794593,1.00
795609,1371.00
796626,1.00
797642,1381.00
798659,1.00
799676,1375.00
800695,1.00
801711,1390.00
802728,1.00
803745,1386.00
804761,1.00
805778,1386.00
806795,1.00
807811,1390.00
808828,1.00
809845,1393.00
810861,1.00
811878,1377.00
812894,1.00
813911,1402.00
814928,1.00
815944,1382.00
816961,1.00
817978,1382.00
818995,1.00
820012,1386.00
821029,1.00
822045,1381.00
823062,1.00
824078,1377.00
826682,1369.00
827700,1377.00
828717,1.00
829734,1322.00
830751,1.00
831767,1402.00
832784,1.00
833801,1363.00
834818,1.00
835834,1364.00
836851,1.00
837868,1369.00
838884,1.00
839901,1365.00
840918,1.00
841935,1370.00
842951,1.00
843968,1372.00
844985,1.00
846003,1371.00
847020,1373.00
848037,1.00
849054,1371.00
850072,1.00
851089,1362.00
852105,1.00
853122,1386.00
854138,1.00
855155,1371.00
856172,1.00
857189,1359.00
858205,1.00
859222,1359.00
860239,1.00
861255,1357.00
863049,1345.00
864066,1.00
865083,1345.00
866100,1.00
867117,1337.00
868133,1.00
869150,1298.00
870167,1.00
871183,1370.00
872200,1.00
873217,1336.00
874233,1.00
875250,1343.00
876266,1.00
877283,1337.00
878299,1.00
879316,1347.00
880333,1.00
881350,1340.00
882366,1.00
883383,1351.00
884399,1.00
885416,1345.00
886433,1.00
887450,1350.00
888466,1.00
889483,1349.00
890501,1.00
891518,1328.00
892534,1.00
893551,1349.00
894568,1.00
895584,1341.00
896601,1.00
897618,1351.00
898634,1.00
900424,1375.00
901441,1.00
902458,1395.00
903475,1406.00
