3741456,13
3795622,1744
3847972,1751
3900322,1804
3952668,1829
4005017,1911
4057367,2117
4109718,2264
4162069,2424
4214418,2467
4266767,2568
4319114,2608
4371464,2569
4423813,2604
4476164,2627
4528513,2607
4580861,2602
4633211,2606
4685559,2592
4737908,2593
4790259,2610
4842607,2632
4894955,2636
4947304,2635
4999653,2622
5052003,2616
5104351,2590
5156701,2629
5209049,2630
5261398,2629
5313747,2609
5366096,2618
5418445,2619
5470792,2623
5523140,2630
5575487,2648
5627835,2627
5680795,2623
5733237,2604
5785678,2603
5838118,2598
5890560,2620
5943002,2634
5995442,2619
6047882,2616
6100325,2626
6152767,2608
6205208,2608
6257649,2632
6310089,2641
6362532,2624
6414972,2624
6467412,2595
6519853,2598
6572294,2594
6624735,2617
6677177,2614
6729619,2611
6782063,2592
6834503,2604
6886943,2601
6939384,2594
6991824,2606
7044265,2630
7096706,2607
7149146,2607
7201588,2620
7254030,2602
7306472,2603
7358912,2625
7411354,2635
7463795,2628
7516235,2617
7568676,2609
7621730,2617
7674171,2606
7726612,2648
7779052,2644
7831495,2622
7883936,2625
7936379,2595
7988820,2583
8041259,2556
8093698,2573
8146176,2574
8198694,2547
8251211,2554
8303727,2544
8356245,2560
8408763,2559
8461278,2516
8513792,2473
8566307,2449
8618822,2412
8671339,2381
8723854,2344
8776370,2309
8828886,2272
8881403,2239
8933919,2200
8986435,2160
9038952,2105
9091468,2059
9143983,2040
9196500,2028
9249014,2002
9301531,1962
9354047,1926
9406564,1917
9459082,1842
9512250,1823
9564768,1824
9617283,1779
9669799,1763
9722318,1689
9774833,1697
9827350,1676
9879865,1640
9932381,1601
9984897,1584
10037410,1561
10089927,1494
10142444,1506
10194959,1485
10247475,1439
10299990,1433
10352507,1409
10405022,1386
10457539,1359
10510055,1294
10562570,1314
10615087,1263
10667605,1268
10720122,1247
10772637,1227
10825154,1199
10877670,1182
10930187,1151
10982704,1145
11035220,1106
11092876,1096
11145310,1065
11197745,1053
11250180,1014
11302614,1002
11355659,889
11408095,954
11460529,941
11512965,919
11565400,900
11617836,771
11670269,854
11722704,851
11775139,799
11827572,798
11880009,793
11932443,751
11984878,743
12037313,739
12089749,655
12142183,683
12194616,685
12247050,625
12299484,640
12351918,619
12404353,620
12456786,558
12509221,573
12561655,556
12614089,551
12666523,466
12718959,502
12771395,483
12823831,477
12876265,468
12928701,406
12981137,416
13033571,404
13086004,394
13138440,386
13190874,366
13243310,310
13296356,326
13348788,302
13401222,279
13453656,279
13506092,270
13558527,261
13610962,234
13663395,116
13715830,49
13768264,150
13820699,177
13873134,163
13925570,149
13978006,135
14030441,117
14082875,90
14135310,71
14187746,51
14240180,44
14292615,33
14345051,33
14397485,22
14449920,16
14502356,12
14554792,10
14607225,9
14659658,7
14712089,7
14764524,6
14816957,5
14869391,5
14921825,4
14974261,4
15026696,4
15079132,3
15131566,3
15184002,3
15236437,3
15288871,3
15341916,2
15394349,2
15446783,2
15499219,2
15551653,2
15604087,2
15656522,2
15708955,2
15761389,2
15813823,2
15866256,2
15918691,1
15971125,1
16023559,1
16075991,1
16128424,1
16180859,1
16233294,1
16285726,1
16338159,1
16390595,1
16443031,1
16495464,1
16547901,1
16600334,1
16652767,1
16705200,1
16757633,1
16810067,1
