3784744,35
3895306,1686
3975584,1680
4055997,1670
4136571,1679
4216933,1691
4297393,1660
4377832,1645
4458367,1656
4538841,1678
4619109,1691
4699360,1673
4779624,1656
4859921,1675
4940161,1650
5020393,1641
5100630,1646
5180843,1645
5261241,1692
5341693,1808
5422300,1771
5503125,1792
5584079,1851
5664940,2077
5745650,2196
5826681,2269
5907740,2301
5988615,2365
6069347,2429
6150262,2515
6231163,2589
6312109,2553
6393032,2600
6473850,2612
6525946,2639
6578045,2650
6630143,2621
6682850,2641
6735040,2672
6787232,2637
6839422,2637
6891612,2658
6943802,2658
6995994,2650
7048182,2667
7100372,2658
7152561,2631
7204750,2649
7256939,2648
7309132,2639
7361322,2631
7413512,2666
7465702,2646
7517890,2641
7570080,2657
7622269,2659
7674459,2636
7726648,2657
7778836,2651
7831025,2634
7883214,2645
7935404,2645
7987593,2635
8039784,2631
8091974,2669
8144163,2655
8196354,2633
8248546,2640
8300737,2649
8352924,2622
8405114,2634
8457302,2660
8509492,2639
8561682,2629
8614483,2641
8666673,2632
8718864,2618
8771053,2638
8823245,2642
8875436,2624
8927627,2627
8979818,2634
9032008,2632
9084197,2611
9136389,2639
9188580,2654
9240768,2628
9292957,2630
9345147,2630
9397336,2625
9449528,2618
9501718,2636
9553910,2641
9606100,2623
9658289,2626
9710478,2637
9762667,2629
9814858,2627
9867047,2655
9919238,2646
9971428,2631
10023619,2642
10075811,2655
10128001,2621
10180189,2626
10232381,2655
10284573,2646
10336764,2639
10388956,2656
10441144,2641
10493947,2622
10546140,2643
10598332,2652
10650521,2628
10702710,2627
10754900,2639
10807088,2626
10859279,2604
10911468,2630
10963656,2631
11015847,2612
11068037,2616
11120226,2628
11172416,2621
11224605,2604
11276794,2627
11328985,2644
11381174,2623
11433365,2620
11485557,2619
11537748,2619
11589939,2588
11642127,2602
11694318,2637
11746508,2625
11798700,2605
11850889,2620
11903082,2622
11955274,2612
12007463,2610
12059655,2626
12111848,2621
12164044,2604
12216241,2614
12269052,2614
12321249,2592
12373447,2590
12425642,2607
12477838,2606
12530035,2587
12582233,2585
12634429,2597
12686625,2598
12738820,2577
12791015,2571
12843213,2584
12895408,2565
12947604,2532
12999802,2501
13051996,2483
13104192,2475
13156387,2456
13208582,2438
13260780,2411
13312977,2381
13365172,2349
13417369,2325
13469569,2299
13521765,2277
13573961,2259
13626158,2242
13678353,2231
13730552,2217
13782748,2207
13889817,2207
13942012,2149
13994210,2121
14046404,2090
14099215,2065
14151411,2064
14203606,2055
14255803,2018
14307999,1967
14360195,1986
14412390,1979
14464587,1942
14516782,1919
14568979,1929
14621177,1874
14673375,1870
14725571,1873
14777769,1830
14829963,1835
14882158,1796
14934356,1779
14986553,1783
15038749,1743
15090947,1757
15143141,1701
15195338,1721
15247537,1676
15299735,1684
15351930,1643
15404126,1649
15456325,1615
15508521,1583
